iShares Canadian Short Term Bond Index ETF
Inception Date,"Nov 20, 2000"
Fund Holdings as of,"06-Aug-2015"
Total Net Assets ($000s),"$2,136,492,505"
Shares Outstanding,"74,200,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,CUSIP,SEDOL,Weight (%),Market Value,Country of Risk,Sector,Coupon (%),Maturity,Duration,Price,Asset Class,Currency,Market Currency,FX Rate,Mod. Duration,YTM (%),Yield to Call (%),Yield to Worst (%),Notional Value
"LOBLAW COMPANIES LIMITED MTN","53947ZBT3","B55N6C2","0.08","$1,728,298","Canada","Industrial","5.22","Jun 18, 2020","4.36","114.52","FI","CAD","CAD","1.00","4.33","2.07","-","2.07","1,728,298.44"
"MANITOBA (PROVINCE OF)","56344ZAL3","2153162","0.08","$1,717,483","Canada","Provincial","6.50","Sep 22, 2017","1.98","112.06","FI","CAD","CAD","1.00","1.98","0.77","-","0.77","1,717,483.20"
"CANADIAN PACIFIC RAILWAY COMPANY MTN","13644ZAW7","B39QB51","0.08","$1,715,610","Canada","Industrial","6.25","Jun 1, 2018","2.61","113.24","FI","CAD","CAD","1.00","2.60","1.44","-","1.44","1,715,609.91"
"FORD CREDIT CANADA LTD","34527ABB5","B7KMFW1","0.08","$1,715,405","Canada","Financial","4.88","Feb 8, 2017","1.44","104.82","FI","CAD","CAD","1.00","1.43","1.63","-","1.63","1,715,405.16"
"ROGERS COMMUNICATIONS INC.","775109AU5","B8L1H84","0.08","$1,701,791","Canada","Communication","3.00","Jun 6, 2017","1.79","102.64","FI","CAD","CAD","1.00","1.78","1.53","-","1.53","1,701,791.09"
"ENBRIDGE INC MTN","29251ZAU1","B3MPFY2","0.08","$1,682,496","Canada","Energy","4.77","Sep 2, 2019","3.69","110.11","FI","CAD","CAD","1.00","3.66","2.16","-","2.16","1,682,496.35"
"ROGERS COMMUNICATIONS INC","775109BD2","BKGRBH8","0.08","$1,675,649","Canada","Communication","2.80","Mar 13, 2019","3.41","103.61","FI","CAD","CAD","1.00","3.39","1.76","-","1.76","1,675,649.07"
"DOLLARAMA INC","25675TAA5","-","0.08","$1,672,559","Canada","Industrial","3.10","Nov 5, 2018","3.09","103.75","FI","CAD","CAD","1.00","3.07","1.90","-","1.90","1,672,559.31"
"WESTCOAST ENERGY INC. MTN","95751ZAL7","-","0.08","$1,667,698","Canada","Energy","4.57","Jul 2, 2020","4.44","110.74","FI","CAD","CAD","1.00","4.41","2.24","-","2.24","1,667,697.87"
"VW CREDIT CANADA INC","918423AG9","BCZYKG6","0.08","$1,656,995","Germany","Financial","2.80","Aug 20, 2018","2.89","103.92","FI","CAD","CAD","1.00","2.88","1.48","-","1.48","1,656,995.47"
"ALIMENTATION COUCHE-TARD INC","01626PAA4","B89Z7Y4","0.08","$1,655,258","Canada","Industrial","2.86","Nov 1, 2017","2.17","102.69","FI","CAD","CAD","1.00","2.15","1.63","-","1.63","1,655,258.18"
"MANITOBA (PROVINCE OF)","563469FN0","B2953Z5","0.08","$1,651,219","Canada","Provincial","4.70","Sep 22, 2017","2.02","108.32","FI","CAD","CAD","1.00","2.01","0.75","-","0.75","1,651,219.24"
"BELL TELEPHONE CO OF CANADA MTN","07813ZBN3","-","0.08","$1,647,609","Canada","Communication","4.88","Apr 26, 2018","2.55","108.48","FI","CAD","CAD","1.00","2.54","1.68","-","1.68","1,647,609.47"
"GE CAPITAL CANADA FUNDING CO","36158ZBR6","B3N6CC1","0.08","$1,646,446","United States","Financial","4.40","Feb 8, 2018","2.36","107.61","FI","CAD","CAD","1.00","2.34","1.31","-","1.31","1,646,445.96"
"SUN LIFE FINANCIAL INC MTN","866796AE5","B2PFVJ9","0.08","$1,645,654","Canada","Financial","5.59","Jan 30, 2023","2.35","109.60","FI","CAD","CAD","1.00","6.40","2.40","-","1.62","1,645,654.07"
"CITY OF VANCOUVER","921577RA2","-","0.08","$1,642,682","Canada","Municipal","4.70","Dec 1, 2017","2.21","108.66","FI","CAD","CAD","1.00","2.20","0.92","-","0.92","1,642,682.04"
"DAIMLER CANADA FINANCE INC","23384NAK3","BGH14L6","0.08","$1,640,211","Germany","Financial","2.28","Feb 17, 2017","1.50","101.45","FI","CAD","CAD","1.00","1.49","1.32","-","1.32","1,640,210.84"
"HOLLIS RECEIVABLES TERM TRUST MTN","43562ZAA0","-","0.08","$1,633,772","Canada","Securitized","2.23","Sep 26, 2016","1.12","101.30","FI","CAD","CAD","1.00","1.12","1.08","-","1.08","1,633,771.68"
"FORD CREDIT CANADA LIMITED","34527ABD1","-","0.08","$1,633,724","Canada","Financial","3.70","Aug 2, 2018","2.85","105.36","FI","CAD","CAD","1.00","2.83","1.85","-","1.85","1,633,723.84"
"ENBRIDGE INCOME FUND HOLDINGS INC MTN","29254ZAF1","B73YTQ6","0.08","$1,633,650","Canada","Energy","4.10","Feb 22, 2019","3.28","107.06","FI","CAD","CAD","1.00","3.25","2.03","-","2.03","1,633,650.34"
"KRAFT CANADA INC","50077HAA3","BYQDRF4","0.08","$1,626,324","United States","Industrial","2.70","Jul 6, 2020","4.61","101.42","FI","CAD","CAD","1.00","4.57","2.39","-","2.39","1,626,323.75"
"TOYOTA CREDIT CANADA INC MTN RegS","892329AR4","-","0.08","$1,625,042","Japan","Financial","1.80","Feb 19, 2020","4.33","100.74","FI","CAD","CAD","1.00","4.31","1.63","-","1.63","1,625,041.68"
"CENTRAL 1 CREDIT UNION Prvt","154728AG4","-","0.08","$1,617,404","Canada","Financial","2.89","Apr 25, 2024","3.52","103.53","FI","CAD","CAD","1.00","3.50","1.90","-","1.90","1,617,404.09"
"HUSKY ENERGY INC MTN","448055AH6","B4WCZQ2","0.08","$1,609,501","Canada","Energy","5.00","Mar 12, 2020","4.11","112.95","FI","CAD","CAD","1.00","4.08","2.03","-","2.03","1,609,500.98"
"BELL TELEPHONE CO OF CANADA MTN","07813ZBP8","-","0.08","$1,605,857","Canada","Communication","3.54","Jun 12, 2020","4.47","106.52","FI","CAD","CAD","1.00","4.44","2.12","-","2.12","1,605,857.20"
"BANK OF MONTREAL","063671EN7","B0JZK27","0.07","$1,598,174","Canada","Financial","4.55","Aug 1, 2017","1.92","106.48","FI","CAD","CAD","1.00","1.91","1.24","-","1.24","1,598,174.31"
"COMINAR REAL ESTATE INVESTMENT TRU","199910AJ9","-","0.07","$1,584,384","Canada","Real Estate","4.23","Dec 4, 2019","3.97","104.90","FI","CAD","CAD","1.00","3.92","3.01","-","3.01","1,584,383.51"
"LA CAISSE CENTRALE DESJARDINS DU Q","12801ZCF3","B7H2HF1","0.07","$1,581,782","Canada","Financial","2.28","Oct 17, 2016","1.18","101.36","FI","CAD","CAD","1.00","1.17","1.13","-","1.13","1,581,782.47"
"TRANSCONTINENTAL INC.","893578AA2","-","0.07","$1,580,692","Canada","Communication","3.90","May 13, 2019","3.51","104.47","FI","CAD","CAD","1.00","3.47","2.64","-","2.64","1,580,692.04"
"CHOICE PROPERTIES LP Prvt","17039BAC8","-","0.07","$1,580,466","Canada","Real Estate","3.00","Sep 20, 2019","3.66","104.22","FI","CAD","CAD","1.00","3.84","1.93","-","1.86","1,580,465.94"
"NAV CANADA MTN","62895ZAM2","B733X83","0.07","$1,558,484","Canada","Infrastructure","1.95","Apr 19, 2018","2.63","102.29","FI","CAD","CAD","1.00","2.62","1.09","-","1.09","1,558,484.37"
"EMPIRE LIFE INSURANCE CO","291839AC2","-","0.07","$1,556,162","Canada","Financial","2.87","May 31, 2023","2.71","103.22","FI","CAD","CAD","1.00","2.69","1.69","-","1.69","1,556,161.82"
"HOLLIS RECEIVABLES TERM TRUST II","43562ZAC6","BRB34N7","0.07","$1,554,649","Canada","Securitized","2.43","Jun 26, 2019","3.72","103.37","FI","CAD","CAD","1.00","3.70","1.54","-","1.54","1,554,648.63"
"HONDA CANADA FINANCE INC Prvt","438121AB1","2B73J00","0.07","$1,545,166","Canada","Financial","2.35","Jun 4, 2018","2.74","102.61","FI","CAD","CAD","1.00","2.72","1.41","-","1.41","1,545,165.59"
"SHOPPERS DRUG MART CORPORATION MTN","82509ZAF3","-","0.07","$1,544,145","Canada","Industrial","2.36","May 24, 2018","2.71","102.46","FI","CAD","CAD","1.00","2.69","1.46","-","1.46","1,544,145.34"
"TOYOTA CREDIT CANADA INC MTN","892329AP8","BMTRT75","0.07","$1,527,272","Japan","Financial","2.25","May 23, 2019","3.63","102.73","FI","CAD","CAD","1.00","3.62","1.51","-","1.51","1,527,271.94"
"RELIANCE LP MTN Prvt","759480AF3","-","0.07","$1,525,835","Canada","Industrial","5.19","Mar 15, 2019","3.27","106.94","FI","CAD","CAD","1.00","3.24","3.13","-","3.13","1,525,834.76"
"GREATER TORONTO AIRPORTS AUTHORITY MTN","39191ZAR0","B1WTFC8","0.07","$1,507,621","Canada","Infrastructure","4.85","Jun 1, 2017","1.75","106.81","FI","CAD","CAD","1.00","1.74","1.06","-","1.06","1,507,620.72"
"HOME TRUST CO","437376AC0","-","0.07","$1,505,073","Canada","Financial","2.35","May 24, 2017","1.76","99.86","FI","CAD","CAD","1.00","1.74","2.43","-","2.43","1,505,073.01"
"SHAW COMMUNICAT","82028KAM3","B45GN67","0.07","$1,457,441","Canada","Communication","5.70","Mar 2, 2017","1.49","106.31","FI","CAD","CAD","1.00","1.48","1.61","-","1.61","1,457,440.93"
"CATERPILLAR FINANCIAL SERVICES LIM MTN","14911ZAQ4","2B843P5","0.07","$1,424,050","Canada","Financial","2.12","Nov 25, 2016","1.29","101.29","FI","CAD","CAD","1.00","1.28","1.11","-","1.11","1,424,049.93"
"HYDRO ONE INC MTN","44810ZBP4","-","0.07","$1,416,782","Canada","Infrastructure","1.62","Apr 30, 2020","4.54","100.76","FI","CAD","CAD","1.00","4.52","1.45","-","1.45","1,416,782.30"
"TORONTO HYDRO CORPORATION","89119ZAA1","B29T432","0.06","$1,376,674","Canada","Infrastructure","5.15","Nov 14, 2017","2.15","108.95","FI","CAD","CAD","1.00","2.14","1.14","-","1.14","1,376,674.13"
"EAGLE CREDIT ABS","26948ZAG7","-","0.06","$1,371,394","Canada","Securitized","2.85","Oct 18, 2021","3.05","104.63","FI","CAD","CAD","1.00","3.04","1.37","-","1.37","1,371,394.20"
"GLCRTR_14-1 1","37638ZAU8","-","0.06","$1,363,595","Canada","Securitized","2.57","Sep 20, 2019","3.89","103.91","FI","CAD","CAD","1.00","3.88","1.58","-","1.58","1,363,594.89"
"BROOKFIELD RENEWABLE ENERGY PARTNE MTN","05573YAC5","-","0.06","$1,362,744","Canada","Energy","6.13","Nov 30, 2016","1.27","105.74","FI","CAD","CAD","1.00","1.26","1.69","-","1.69","1,362,744.15"
"CAISSE CENTRALE DESJARDINS MTN","12801ZCK2","BT9Q2X8","0.06","$1,344,748","Canada","Financial","2.44","Jul 17, 2019","3.77","103.31","FI","CAD","CAD","1.00","3.75","1.57","-","1.57","1,344,748.48"
"ONT SCHOOL BOARDS FIN CP 144A","683244AG2","-","0.06","$1,343,498","Canada","Provincial","5.70","Oct 11, 2017","2.05","110.13","FI","CAD","CAD","1.00","2.04","0.99","-","0.99","1,343,497.91"
"MANITOBA (PROVINCE OF)","563469TT2","B4Q5DT6","0.06","$1,331,841","Canada","Provincial","1.85","Jun 1, 2017","1.79","102.11","FI","CAD","CAD","1.00","1.79","0.68","-","0.68","1,331,840.97"
"CANADIAN WESTERN BANK","136765AR5","-","0.06","$1,330,089","Canada","Financial","2.53","Mar 22, 2018","2.53","101.36","FI","CAD","CAD","1.00","2.51","1.99","-","1.99","1,330,088.97"
"NOVA SCOTIA (PROVINCE OF)","669827FR3","B1BWSD0","0.06","$1,327,704","Canada","Provincial","4.60","Aug 18, 2016","1.00","104.09","FI","CAD","CAD","1.00","1.00","0.64","-","0.64","1,327,704.44"
"RIOCAN REAL ESTATE INVESTMENT TRUS","766910AV5","-","0.06","$1,300,057","Canada","Real Estate","2.87","Mar 5, 2018","2.47","102.79","FI","CAD","CAD","1.00","2.46","1.75","-","1.75","1,300,057.00"
"BMW CANADA INC Prvt","05590HAK3","BL0RG32","0.06","$1,294,753","Germany","Industrial","2.33","Sep 26, 2018","3.02","102.73","FI","CAD","CAD","1.00","3.00","1.43","-","1.43","1,294,753.35"
"BELL CANADA MTN","07813ZBM5","-","0.06","$1,291,056","Canada","Communication","4.37","Sep 13, 2017","2.00","105.85","FI","CAD","CAD","1.00","1.99","1.53","-","1.53","1,291,056.25"
"CITY OF TORONTO","891288DA7","-","0.06","$1,283,366","Canada","Municipal","4.95","Jun 27, 2018","2.72","111.05","FI","CAD","CAD","1.00","2.71","1.06","-","1.06","1,283,365.73"
"EMERA INC. MTN","29087ZAD9","-","0.06","$1,281,923","Canada","Infrastructure","2.96","Dec 13, 2016","1.33","102.12","FI","CAD","CAD","1.00","1.32","1.37","-","1.37","1,281,923.26"
"TMX GROUP LTD","87262KAA3","BF7ZP63","0.06","$1,280,430","Canada","Financial","3.25","Oct 3, 2018","2.99","105.59","FI","CAD","CAD","1.00","2.98","1.44","-","1.44","1,280,429.74"
"ALIMENTATION COUCHE-TARD INC","01626PAB2","B444BG8","0.06","$1,274,789","Canada","Industrial","3.32","Nov 1, 2019","3.95","105.35","FI","CAD","CAD","1.00","3.92","1.99","-","1.99","1,274,789.06"
"INDUSTRIAL ALLIANCE INSURANCE AND","455870AB1","-","0.06","$1,274,293","Canada","Financial","2.80","May 16, 2024","3.58","103.40","FI","CAD","CAD","1.00","3.56","1.86","-","1.86","1,274,292.89"
"INTER PIPELINE LTD MTN","45834ZAB5","-","0.06","$1,274,111","Canada","Energy","3.84","Jul 30, 2018","2.84","106.10","FI","CAD","CAD","1.00","2.82","1.73","-","1.73","1,274,111.08"
"LAURENTIAN BANK OF CANADA","51925DAZ9","-","0.06","$1,265,485","Canada","Financial","3.28","Oct 15, 2018","3.02","104.44","FI","CAD","CAD","1.00","3.00","1.84","-","1.84","1,265,485.03"
"ENERCARE SOLUTIONS INC","29270PAA4","-","0.06","$1,261,474","Canada","Industrial","4.30","Nov 30, 2017","2.21","104.32","FI","CAD","CAD","1.00","2.19","2.37","-","2.37","1,261,473.60"
"GENERAL MOTORS FINANCIAL OF CANADA","37045YAA2","-","0.06","$1,258,712","Canada","Financial","3.25","May 30, 2017","1.76","102.16","FI","CAD","CAD","1.00","1.75","2.03","-","2.03","1,258,712.38"
"SUN LIFE FINANCIAL INC","86682ZAF3","-","0.06","$1,250,650","Canada","Financial","2.77","May 13, 2024","3.58","103.58","FI","CAD","CAD","1.00","3.56","1.78","-","1.78","1,250,649.79"
"MCAP COMMERCIAL LP Prvt","55279QAA8","-","0.06","$1,226,353","Canada","Financial","3.96","Mar 11, 2019","3.33","100.59","FI","CAD","CAD","1.00","3.28","3.77","-","3.77","1,226,352.76"
"MANULIFE FINANCIAL CORP","565018CN6","-","0.06","$1,225,087","Canada","Financial","2.38","Oct 17, 2016","1.18","101.37","FI","CAD","CAD","1.00","1.17","1.23","-","1.23","1,225,087.05"
"CANADIAN WESTERN BANK","136765AV6","-","0.06","$1,221,269","Canada","Financial","2.75","Jun 29, 2020","4.59","101.46","FI","CAD","CAD","1.00","4.55","2.43","-","2.43","1,221,268.60"
"NAV CANADA","62895ZAJ9","B4THQL2","0.06","$1,219,173","Canada","Infrastructure","5.30","Apr 17, 2019","3.37","114.61","FI","CAD","CAD","1.00","3.36","1.25","-","1.25","1,219,173.10"
"MANITOBA (PROVINCE OF)","563469FP5","B4V4MD5","0.06","$1,215,766","Canada","Provincial","4.25","Mar 5, 2018","2.43","108.73","FI","CAD","CAD","1.00","2.43","0.82","-","0.82","1,215,766.03"
"HONDA CANADA FINANCE INC Prvt","438121AF2","-","0.06","$1,214,496","Canada","Financial","1.63","Aug 12, 2019","3.86","100.42","FI","CAD","CAD","1.00","3.84","1.52","-","1.52","1,214,496.15"
"MANULIFE BANK OF CANADA","565018CS5","-","0.06","$1,205,440","Canada","Financial","1.41","Feb 27, 2018","2.50","99.84","FI","CAD","CAD","1.00","2.49","1.47","-","1.47","1,205,440.46"
"LAURENTIAN BANK OF CANADA","51925DBA3","-","0.06","$1,192,112","Canada","Financial","2.81","Jun 13, 2019","3.66","103.25","FI","CAD","CAD","1.00","3.63","1.93","-","1.93","1,192,112.14"
"VILLE DE MONTREAL","614853CJ6","-","0.06","$1,176,402","Canada","Municipal","5.45","Dec 1, 2019","3.90","116.65","FI","CAD","CAD","1.00","3.88","1.46","-","1.46","1,176,401.61"
"GE CAPITAL CANADA FUNDING CO MTN","36158ZBX3","B7Y1MQ7","0.05","$1,171,171","Canada","Financial","3.55","Jun 11, 2019","3.61","107.90","FI","CAD","CAD","1.00","3.60","1.43","-","1.43","1,171,170.52"
"VANCOUVER (CITY OF)","921577RC8","-","0.05","$1,159,161","Canada","Municipal","4.90","Dec 2, 2019","3.94","115.04","FI","CAD","CAD","1.00","3.92","1.31","-","1.31","1,159,160.90"
"MANITOBA (PROVINCE OF) MTN","56344ZBB4","-","0.05","$1,158,812","Canada","Provincial","5.50","Nov 15, 2018","3.02","114.63","FI","CAD","CAD","1.00","3.01","0.95","-","0.95","1,158,811.79"
"INVESTORS GROUP INC.","46152HAF8","2923622","0.05","$1,153,971","Canada","Financial","6.58","Mar 7, 2018","2.37","112.66","FI","CAD","CAD","1.00","2.36","1.56","-","1.56","1,153,970.77"
"CU INC MTN","12657ZAG8","-","0.05","$1,142,212","Canada","Energy","5.43","Jan 23, 2019","3.21","114.01","FI","CAD","CAD","1.00","3.20","1.28","-","1.28","1,142,212.18"
"BRITISH COLUMBIA (PROVINCE OF) MTN","11070ZDE1","B0CVFF0","0.05","$1,141,533","Canada","Provincial","5.60","Jun 1, 2018","2.63","113.14","FI","CAD","CAD","1.00","2.63","0.87","-","0.87","1,141,533.35"
"GAZ METRO INC","368271AL6","2961688","0.05","$1,138,942","Canada","Energy","10.45","Oct 31, 2016","1.17","111.09","FI","CAD","CAD","1.00","1.16","1.34","-","1.34","1,138,942.23"
"JOHN DEERE CANADA FUNDING INC MTN","47787ZAG7","-","0.05","$1,138,702","Canada","Financial","2.35","Jun 24, 2019","3.72","103.24","FI","CAD","CAD","1.00","3.70","1.49","-","1.49","1,138,701.73"
"TORONTO HYDRO CORP","89119ZAB9","B5561Y8","0.05","$1,138,519","Canada","Infrastructure","4.49","Nov 12, 2019","3.91","112.79","FI","CAD","CAD","1.00","3.89","1.39","-","1.39","1,138,518.63"
"FIRST CAPITAL REALTY INC","31943BBE9","B6Q7QT7","0.05","$1,135,041","Canada","Real Estate","5.48","Jul 30, 2019","3.64","113.40","FI","CAD","CAD","1.00","3.62","1.96","-","1.96","1,135,041.07"
"EMERA INC. MTN","29087ZAC1","-","0.05","$1,133,639","Canada","Infrastructure","4.83","Dec 2, 2019","3.94","112.50","FI","CAD","CAD","1.00","3.91","1.81","-","1.81","1,133,638.94"
"TOYOTA CREDIT CANADA INC MTN","892329AL7","B8HT856","0.05","$1,128,111","Japan","Financial","2.20","Oct 19, 2017","2.15","101.90","FI","CAD","CAD","1.00","2.13","1.32","-","1.32","1,128,111.15"
"WESTCOAST ENERGY INC MTN","95751ZAJ2","-","0.05","$1,127,506","Canada","Energy","5.60","Jan 16, 2019","3.18","112.43","FI","CAD","CAD","1.00","3.16","1.86","-","1.86","1,127,506.19"
"JOHN DEERE CANADA FUNDING INC MTN","47787ZAF9","BTJRHX6","0.05","$1,127,576","Canada","Financial","2.30","Jan 17, 2018","2.39","102.38","FI","CAD","CAD","1.00","2.37","1.31","-","1.31","1,127,576.15"
"CANADIAN WESTERN BANK","136765AT1","-","0.05","$1,126,516","Canada","Financial","2.10","Jun 26, 2017","1.85","100.35","FI","CAD","CAD","1.00","1.84","1.92","-","1.92","1,126,516.26"
"CU INC","12657ZAF0","2926676","0.05","$1,125,152","Canada","Energy","6.14","Nov 22, 2017","2.16","111.22","FI","CAD","CAD","1.00","2.15","1.17","-","1.17","1,125,151.52"
"ENBRIDGE PIPELINES INC.","29250ZAK4","-","0.05","$1,124,788","Canada","Energy","4.49","Nov 12, 2019","3.90","111.42","FI","CAD","CAD","1.00","3.88","1.70","-","1.70","1,124,788.39"
"LAURENTIAN BANK OF CANADA","51925DBD7","-","0.05","$1,121,105","Canada","Financial","2.50","Jan 23, 2020","4.24","101.82","FI","CAD","CAD","1.00","4.20","2.07","-","2.07","1,121,104.58"
"ALTALINK LP MTN 144A","02135ZAB2","B39RBX2","0.05","$1,119,711","Canada","Infrastructure","5.24","May 29, 2018","2.63","110.98","FI","CAD","CAD","1.00","2.62","1.25","-","1.25","1,119,710.84"
"MANULIFE FINANCIAL CORP MTN","56502ZAC1","B3BFTK7","0.05","$1,119,137","Canada","Financial","5.50","Jun 26, 2018","2.70","111.30","FI","CAD","CAD","1.00","2.69","1.49","-","1.49","1,119,136.57"
"VANCOUVER INTERNATIONAL AIRPORT AU","921947AC1","-","0.05","$1,115,522","Canada","Infrastructure","4.42","Dec 7, 2018","3.12","110.82","FI","CAD","CAD","1.00","3.11","1.11","-","1.11","1,115,522.12"
"CROMBIE REAL ESTATE INVESTMENT TRU","227107AH2","-","0.05","$1,114,755","Canada","Real Estate","2.77","Feb 10, 2020","4.20","99.98","FI","CAD","CAD","1.00","4.16","2.78","-","2.78","1,114,754.64"
"EPCOR UTILITIES INC MTN","29410ZAG0","B2Q4N55","0.05","$1,110,341","Canada","Infrastructure","5.80","Jan 31, 2018","2.35","110.94","FI","CAD","CAD","1.00","2.34","1.31","-","1.31","1,110,340.89"
"RIOCAN REAL ESTATE INVESTMENT TRUS","766910AX1","-","0.05","$1,107,633","Canada","Real Estate","3.62","Jun 1, 2020","4.44","105.85","FI","CAD","CAD","1.00","4.40","2.33","-","2.33","1,107,632.77"
"CAPITAL POWER LP MTN","14043ZAC6","B7PDVG5","0.05","$1,096,824","Canada","Energy","4.85","Feb 21, 2019","3.23","107.48","FI","CAD","CAD","1.00","3.20","2.63","-","2.63","1,096,823.68"
"ENBRIDGE GAS DISTRIBUTION INC MTN","29290ZAG5","B2NFYC5","0.05","$1,096,034","Canada","Energy","5.16","Dec 4, 2017","2.21","108.71","FI","CAD","CAD","1.00","2.20","1.35","-","1.35","1,096,033.69"
"ALTAGAS LTD MTN","02138ZAC7","-","0.05","$1,090,235","Canada","Energy","4.55","Jan 17, 2019","3.23","108.77","FI","CAD","CAD","1.00","3.20","1.91","-","1.91","1,090,234.72"
"ALTAGAS INCOME TRUST MTN","02137ZAE4","-","0.05","$1,083,031","Canada","Energy","5.49","Mar 27, 2017","1.56","106.32","FI","CAD","CAD","1.00","1.55","1.56","-","1.56","1,083,030.77"
"ALTALINK INVESTMENTS LP RegS","02137PAC0","B8G3DH6","0.05","$1,080,859","Canada","Infrastructure","3.67","Jun 5, 2019","3.37","107.46","FI","CAD","CAD","1.00","3.57","1.65","-","1.52","1,080,858.55"
"OTTAWA MACDONALD CARTIER INTERNATI Prvt","689561AC2","B1YK240","0.05","$1,075,461","Canada","Infrastructure","4.73","May 2, 2017","1.67","106.30","FI","CAD","CAD","1.00","1.66","1.06","-","1.06","1,075,461.40"
"YORK (THE REGIONAL MUNICIPALITY OF","98704CPW0","-","0.05","$1,075,355","Canada","Municipal","4.60","May 30, 2017","1.75","106.68","FI","CAD","CAD","1.00","1.74","0.88","-","0.88","1,075,355.46"
"BROOKFIELD ASSET MANAGEMENT INC","112585AC8","B1WTDV3","0.05","$1,074,775","Canada","Industrial","5.29","Apr 25, 2017","1.64","105.98","FI","CAD","CAD","1.00","1.63","1.74","-","1.74","1,074,774.80"
"CHOICE PROPERTIES LP Prvt","17039BAD6","-","0.05","$1,073,406","Canada","Real Estate","3.60","Apr 20, 2020","4.32","106.28","FI","CAD","CAD","1.00","4.29","2.19","-","2.19","1,073,406.25"
"BCIMC REALTY CORP","07329VAH3","-","0.05","$1,067,341","Canada","Real Estate","2.96","Mar 7, 2019","3.38","105.50","FI","CAD","CAD","1.00","3.37","1.38","-","1.38","1,067,341.42"
"CHOICE PROPERTIES REAL ESTATE INVE","17039AAA4","BC9S4K6","0.05","$1,053,855","Canada","Real Estate","3.55","Jul 5, 2018","2.78","105.07","FI","CAD","CAD","1.00","2.76","1.76","-","1.76","1,053,854.68"
"DREAM OFFICE REIT","26153PAC8","-","0.05","$1,053,142","Canada","Real Estate","4.07","Jan 21, 2020","4.11","105.14","FI","CAD","CAD","1.00","4.07","2.84","-","2.84","1,053,141.63"
"INDUSTRIAL ALLIANCE","455871AB9","-","0.05","$1,049,672","Canada","Financial","4.75","Dec 14, 2021","1.32","104.28","FI","CAD","CAD","1.00","1.31","1.55","-","1.55","1,049,671.54"
"RELIANCE LP MTN Prvt","759480AE6","-","0.05","$1,049,123","Canada","Industrial","4.57","Mar 15, 2017","1.54","103.11","FI","CAD","CAD","1.00","1.52","2.58","-","2.58","1,049,122.78"
"GLACCT_13 1","37638ZAS3","-","0.05","$1,048,004","Canada","Securitized","2.75","Nov 20, 2018","3.15","104.21","FI","CAD","CAD","1.00","3.13","1.39","-","1.39","1,048,003.64"
"VERESEN INC MTN","92343ZAC9","-","0.05","$1,046,789","Canada","Energy","3.95","Mar 14, 2017","1.54","103.11","FI","CAD","CAD","1.00","1.53","1.96","-","1.96","1,046,789.17"
"VW CREDIT CANADA INC RegS","918423AK0","BR4SZT2","0.05","$1,045,476","Germany","Financial","2.50","Oct 1, 2019","3.93","103.68","FI","CAD","CAD","1.00","3.91","1.58","-","1.58","1,045,475.99"
"PENSKE TRUCK LEASING CANADA INC Prvt","70960AAA6","B9GT9J5","0.05","$1,041,922","Canada","Industrial","3.65","Feb 1, 2018","2.40","104.14","FI","CAD","CAD","1.00","2.38","1.94","-","1.94","1,041,921.56"
"COMINAR REAL ESTATE INVESTMENT TRU","199910AH3","-","0.05","$1,041,741","Canada","Real Estate","4.27","Jun 15, 2017","1.79","103.57","FI","CAD","CAD","1.00","1.78","2.30","-","2.30","1,041,741.23"
"H&R REAL ESTATE INVESTMENT TRUST","403925AR1","-","0.05","$1,039,789","Canada","Real Estate","3.34","Jun 20, 2018","2.75","103.55","FI","CAD","CAD","1.00","2.73","2.06","-","2.06","1,039,789.35"
"MANITOBA PROVINCE OF","563469TY1","BBFKV97","0.05","$1,036,438","Canada","Provincial","1.85","Sep 5, 2018","2.98","102.86","FI","CAD","CAD","1.00","2.98","0.90","-","0.90","1,036,438.10"
"DAIMLER CANADA FINANCE INC Prvt","23384NAM9","-","0.05","$1,034,171","Germany","Financial","2.27","Mar 26, 2018","2.55","102.08","FI","CAD","CAD","1.00","2.54","1.46","-","1.46","1,034,171.25"
"BMW CANADA INC Prvt","05590HAN7","-","0.05","$1,031,159","Germany","Industrial","2.27","Nov 26, 2018","3.19","102.67","FI","CAD","CAD","1.00","3.17","1.44","-","1.44","1,031,159.01"
"CATERPILLAR FINANCIAL SERVICES LTD MTN","14911ZAP6","BB96HN7","0.05","$1,029,619","Canada","Financial","2.29","Jun 1, 2018","2.73","102.55","FI","CAD","CAD","1.00","2.72","1.37","-","1.37","1,029,618.78"
"ALBERTA (PROVINCE OF)","013051DN4","-","0.05","$1,027,692","Canada","Provincial","2.00","Jun 1, 2019","3.68","103.66","FI","CAD","CAD","1.00","3.67","1.02","-","1.02","1,027,692.39"
"FIRST NATIONAL FINANCIAL CORP Prvt","33564PAB9","-","0.05","$1,026,773","Canada","Financial","4.01","Apr 9, 2020","4.24","101.37","FI","CAD","CAD","1.00","4.18","3.69","-","3.69","1,026,772.72"
"CANADIAN WESTERN BANK","136765AL8","-","0.05","$1,019,760","Canada","Financial","3.05","Jan 18, 2017","1.43","101.82","FI","CAD","CAD","1.00","1.41","1.77","-","1.77","1,019,759.99"
